,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,367.23236083984375,257.78436279296875,0.800711452960968,368.5927429199219,256.2379455566406,0.7789246439933777,366.4913024902344,256.3495788574219,0.6091431975364685,372.0594787597656,256.32354736328125,0.7083866000175476,0.0,0.0,0.3623320758342743,374.9689636230469,262.4787902832031,0.9734036922454834,366.8268127441406,262.6527099609375,0.9559456706047058,377.8234558105469,272.49639892578125,0.9086642265319824,365.3905334472656,272.750244140625,0.7577170133590698,377.3372497558594,280.8225402832031,0.8522977828979492,366.8027038574219,280.25396728515625,0.6982117295265198,374.8765869140625,277.6304626464844,0.9711286425590515,369.9909973144531,277.6678161621094,0.9619109630584717,374.1759948730469,291.67242431640625,0.9487625956535339,370.3802185058594,291.6327819824219,0.9245068430900574,375.1671447753906,304.8695983886719,0.9131078124046326,372.9604187011719,304.42254638671875,0.8853106498718262
1,368.56146240234375,255.51283264160156,0.8611317276954651,370.21649169921875,253.87852478027344,0.8160518407821655,367.357177734375,253.74842834472656,0.7233606576919556,373.6541442871094,253.68521118164062,0.6886705160140991,0.0,0.0,0.46415621042251587,375.54425048828125,259.522705078125,0.9765515327453613,366.7087097167969,258.6971740722656,0.9716789126396179,376.4592590332031,271.58349609375,0.8964847922325134,365.7750244140625,270.0284423828125,0.8233214020729065,375.7853088378906,282.30609130859375,0.843864917755127,366.7313232421875,280.4519958496094,0.7640763521194458,374.9744873046875,272.1242980957031,0.9702868461608887,369.5379638671875,271.6873474121094,0.9668631553649902,374.63555908203125,287.3009033203125,0.9489209055900574,369.9067687988281,286.67755126953125,0.9372888803482056,376.1883850097656,301.2484130859375,0.9161045551300049,372.01708984375,300.0928955078125,0.9027427434921265
2,0.0,0.0,0.29488974809646606,0.0,0.0,0.22169746458530426,0.0,0.0,0.22680318355560303,0.0,0.0,0.428801953792572,0.0,0.0,0.4170804023742676,369.09326171875,249.7179412841797,0.9444139003753662,375.4495849609375,249.59889221191406,0.9418617486953735,367.40576171875,258.65203857421875,0.7518964409828186,376.98004150390625,258.1586608886719,0.7501168847084045,367.4694519042969,264.85418701171875,0.6239441633224487,376.3403625488281,264.63140869140625,0.6203491687774658,369.9988098144531,266.70697021484375,0.9739785194396973,374.0111389160156,266.63397216796875,0.9738223552703857,371.0980529785156,281.544921875,0.9554632306098938,374.5337829589844,281.3519592285156,0.9554558396339417,372.4358215332031,295.2861328125,0.9292762279510498,374.7824401855469,295.169189453125,0.9293382167816162
3,0.0,0.0,0.22698670625686646,0.0,0.0,0.17448633909225464,0.0,0.0,0.15121948719024658,0.0,0.0,0.47471553087234497,0.0,0.0,0.3778221905231476,366.66070556640625,247.1305694580078,0.954619288444519,374.06414794921875,246.91299438476562,0.9503661394119263,364.6226806640625,257.9666748046875,0.7731467485427856,377.23883056640625,257.75555419921875,0.7466006875038147,364.9296875,267.7047424316406,0.5964154005050659,377.48828125,267.4360046386719,0.5658237934112549,369.0489501953125,265.8776550292969,0.9774760007858276,373.656005859375,265.8006286621094,0.9768912196159363,370.4964294433594,281.5301208496094,0.9566479921340942,373.5864562988281,281.4375,0.9550874829292297,372.6357116699219,295.9375305175781,0.9275253415107727,373.9604187011719,295.7799072265625,0.9257903099060059
4,364.152587890625,242.32176208496094,0.6099393367767334,0.0,0.0,0.492122620344162,0.0,0.0,0.4496137201786041,0.0,0.0,0.3980019986629486,0.0,0.0,0.32148534059524536,369.9492492675781,245.40106201171875,0.9323752522468567,361.07275390625,246.2582244873047,0.9257301092147827,373.5226135253906,252.29429626464844,0.8177887797355652,359.3684997558594,254.09561157226562,0.7761581540107727,371.971923828125,255.6852264404297,0.7632458806037903,360.5694274902344,257.18048095703125,0.7251541614532471,369.7230224609375,264.4066467285156,0.9718886613845825,364.0318603515625,264.843017578125,0.9701915383338928,370.6812744140625,280.11993408203125,0.9658370018005371,363.3482360839844,280.4346618652344,0.9616619348526001,372.25384521484375,295.3824157714844,0.953460693359375,362.6850891113281,295.4794921875,0.9492232799530029
5,0.0,0.0,0.48205503821372986,0.0,0.0,0.37596797943115234,0.0,0.0,0.31596049666404724,0.0,0.0,0.4019809663295746,0.0,0.0,0.2942887246608734,367.81988525390625,243.7917938232422,0.9328548908233643,361.72869873046875,244.2041473388672,0.9153348207473755,370.5626220703125,252.4259796142578,0.8061372637748718,358.94085693359375,253.7667694091797,0.7226170301437378,369.42327880859375,257.5256042480469,0.7220438122749329,358.57720947265625,259.56097412109375,0.6453156471252441,367.3744201660156,263.1331787109375,0.9669719338417053,363.7005615234375,263.3207702636719,0.9627290964126587,368.19598388671875,278.4622497558594,0.9523770809173584,363.5747375488281,278.6631774902344,0.9435719847679138,369.1070861816406,292.6941223144531,0.9230478405952454,363.1429138183594,292.6678161621094,0.9126438498497009
6,0.0,0.0,0.11606323719024658,0.0,0.0,0.10496055334806442,0.0,0.0,0.04927078261971474,0.0,0.0,0.41889631748199463,0.0,0.0,0.15775510668754578,579.4981079101562,244.97515869140625,0.8613815307617188,587.885009765625,245.30543518066406,0.7452249526977539,575.3265380859375,254.2059326171875,0.7230462431907654,0.0,0.0,0.42267221212387085,573.9060668945312,257.5662841796875,0.5528653264045715,0.0,0.0,0.32559892535209656,580.5764770507812,267.68646240234375,0.9372969269752502,586.2911376953125,267.80120849609375,0.9070683717727661,578.3124389648438,285.75750732421875,0.9203313589096069,584.493408203125,286.12969970703125,0.8746259808540344,578.347900390625,302.3354797363281,0.8877246975898743,584.0868530273438,302.26947021484375,0.8450002074241638
7,0.0,0.0,0.261076420545578,0.0,0.0,0.2217092216014862,0.0,0.0,0.12794488668441772,0.0,0.0,0.4681018590927124,0.0,0.0,0.2272299975156784,581.9346313476562,245.93821716308594,0.8926228284835815,586.9752807617188,246.20486450195312,0.8253269791603088,577.7206420898438,254.8758544921875,0.7249060273170471,0.0,0.0,0.4869469106197357,575.6052856445312,258.7816467285156,0.5823791027069092,0.0,0.0,0.39410102367401123,583.6311645507812,268.5188903808594,0.939346432685852,587.1970825195312,268.69403076171875,0.9177016615867615,582.2023315429688,286.758056640625,0.9270413517951965,586.5304565429688,287.0413818359375,0.8935914635658264,583.1052856445312,303.4573974609375,0.9017332196235657,587.0436401367188,303.265869140625,0.8711128830909729
8,0.0,0.0,0.1468716263771057,0.0,0.0,0.14418086409568787,0.0,0.0,0.07352008670568466,0.0,0.0,0.341196209192276,0.0,0.0,0.12627790868282318,591.5702514648438,247.51904296875,0.7055447101593018,593.3530883789062,247.60523986816406,0.6035927534103394,591.481201171875,258.981689453125,0.5222844481468201,0.0,0.0,0.3270503282546997,0.0,0.0,0.4041875898838043,0.0,0.0,0.2679464519023895,592.0923461914062,270.7663269042969,0.754076361656189,593.7175903320312,270.6288146972656,0.7149885892868042,589.6746215820312,288.65594482421875,0.6725372076034546,591.005615234375,288.6290283203125,0.6125725507736206,589.04443359375,305.54595947265625,0.6075316667556763,590.1068725585938,305.2308654785156,0.5627726912498474
9,0.0,0.0,0.12475919723510742,0.0,0.0,0.1142464131116867,0.0,0.0,0.06643402576446533,0.0,0.0,0.29081180691719055,0.0,0.0,0.13558967411518097,592.4144287109375,247.90036010742188,0.6709668040275574,594.5892333984375,247.89532470703125,0.6099697947502136,0.0,0.0,0.4789372980594635,0.0,0.0,0.358720600605011,0.0,0.0,0.36537986993789673,0.0,0.0,0.2825488746166229,593.3224487304688,270.9261779785156,0.7363741397857666,595.2626342773438,270.7985534667969,0.7169032096862793,590.7824096679688,287.6380920410156,0.6454821825027466,592.568115234375,287.6024475097656,0.6101254224777222,589.5474853515625,303.962158203125,0.5829545259475708,591.4508056640625,303.6842346191406,0.5586188435554504
